Date,Open,High,Low,Close,Volume,EMA_20,EMA_50,RSI,MACD,MACD_signal,MACD_hist,BB_upper,BB_lower,BB_mid,BB_width,ATR,Return,Log_Return,Vol_MA20,Vol_ratio
2012-12-10,253.1,254.78,247.3,247.77,3504707.0,243.35234433439513,235.5529634774028,76.31118880807588,6.6191923471720315,5.937363622903535,0.6818287242684962,264.0330229236423,217.15597707635771,240.5945,0.19483839342655426,4.835714285714283,-0.021715955304615675,-0.021955216866322482,3196263.65,1.0965012226072153
2012-12-11,248.31,253.48,246.65,250.69,4184618.0,244.05116868350035,236.1465727527988,75.48990050932512,6.376959920340454,6.025282882390919,0.35167703794953464,264.6669494866703,218.94405051332967,241.8055,0.18908957394815976,5.014999999999996,0.011785123299834499,0.01171621956522808,3299024.3,1.2684410963568835
2012-12-12,251.07,254.36,250.06,251.76,2628123.0,244.78534309459556,236.75886401739493,72.89096365114881,6.199860897377363,6.0601984853882085,0.1396624119891543,265.15804066887165,220.96895933112845,243.06350000000003,0.18180056379392637,4.899285714285712,0.004268219713590371,0.004259136700187874,3298940.6,0.7966566600198863
2012-12-13,251.11,254.54,250.02,251.25,2461496.0,245.40102470463407,237.32714385985003,69.84293193375987,5.949770655484599,6.038112919407487,-0.08834226392288791,264.69429817344525,224.26270182655472,244.4785,0.16537894476149842,4.970714285714282,-0.002025738798856036,-0.0020277933828659026,3270311.2,0.7526794391922089
2012-12-14,250.11,251.9,247.79,249.19,2526988.0,245.7618794946689,237.7923539045618,60.32628846553738,5.521696868753963,5.934829709276783,-0.4131328405228194,262.7813294377781,229.0346705622219,245.908,0.13723286300381635,4.8128571428571405,-0.00819900497512438,-0.00823280167606858,3226429.5,0.7832150059376781
2012-12-17,249.81,254.0,249.26,253.86,2276934.0,246.5331290666052,238.42245767301037,66.64544875578284,5.4959217154037106,5.847048110502168,-0.3511263950984578,261.4595842028203,233.21941579717966,247.3395,0.11417573175990572,4.861428571428569,0.01874071993258153,0.018567276262814146,3122601.2,0.7291786091672545
2012-12-18,254.57,263.11,254.57,260.4,4961011.0,247.8537834412142,239.28432207799037,69.40145985117773,5.934805322147469,5.864599552831229,0.07020576931623967,261.52080762714024,236.2271923728597,248.87399999999997,0.10163221250219145,5.112857142857142,0.025762231151027937,0.025435976374382885,3191070.7,1.5546540538885585
2012-12-19,261.3,261.67,257.68,257.99,2300721.0,248.8191373991938,240.01787807493193,60.33846153586237,6.018776178460712,5.8954348779571255,0.12334130050358638,261.18869261739496,238.98030738260502,250.0845,0.08880352534755678,5.014285714285715,-0.009254992319508326,-0.009298085853895301,3167486.6,0.7263554011562353
2012-12-20,258.32,262.41,256.54,261.5,2584595.0,250.02683859927058,240.86031422885617,63.411864885359755,6.295975268980044,5.975542956161709,0.32043231281833506,261.9513360458498,240.56466395415012,251.25799999999998,0.08511837271526154,5.120714285714287,0.013605178495290415,0.01351345902445874,3148751.65,0.8208316460906023
2012-12-21,257.6,258.38,255.74,256.92,4704502.0,250.6833301612448,241.49010582772456,58.65056445045656,6.0760489123330785,5.995644147395983,0.08040476493709559,261.63814777383294,242.58185222616703,252.10999999999999,0.0755872260031667,5.235000000000001,-0.01751434034416821,-0.017669531115385804,3295139.55,1.4277094880549142
2012-12-24,257.3,259.5,256.96,258.62,986435.0,251.4392034792215,242.1618663835001,58.14509699491357,5.970111750716967,5.99053766806018,-0.020425917343213307,261.9244661932415,243.79553380675844,252.85999999999999,0.07169553265236067,5.109285714285714,0.00661684571072696,0.0065950504781136995,3135521.45,0.314599984637324
