Date,Open,High,Low,Close,Volume,EMA_20,EMA_50,RSI,MACD,MACD_signal,MACD_hist,BB_upper,BB_lower,BB_mid,BB_width,ATR,Return,Log_Return,Vol_MA20,Vol_ratio
2012-12-10,342.7,345.82,341.9,342.71,2733532.0,339.4900655323242,336.0551976582448,61.65087956464646,3.356865090269878,2.7804321045962483,0.5764329856736294,353.30056675017573,320.9274332498242,337.114,0.09603022568134789,5.952857142857149,0.0017831043554514814,0.00178151651212696,4194078.2,0.6517599028077254
2012-12-11,345.0,350.96,343.86,348.44,5374216.0,340.3424402435314,336.5408761814509,66.1004784666856,3.6451705735890982,2.9533797983948182,0.69179077519428,354.7061965379361,321.07080346206396,337.8885,0.09954583561104377,6.062142857142861,0.016719675527413935,0.01658144045500525,4322202.0,1.2433976940457665
2012-12-12,349.62,351.76,346.74,348.78,4851998.0,341.1460173631951,337.0208418213941,69.75062343896131,3.8566330397384263,3.13403044666354,0.7226025930748863,355.8562142379926,321.84678576200736,338.8515,0.10036676383600257,6.0792857142857155,0.000975777752267204,0.0009753019906228929,4405387.0,1.1013783806053816
2012-12-13,357.96,358.24,349.78,351.35,6892412.0,342.11782523336694,337.5827695931041,70.86235887342765,4.183372772023631,3.3438989117355584,0.8394738602880727,356.9013609876299,323.3096390123701,340.1055,0.0987685349847325,6.607857142857147,0.007368541774184445,0.007341526696892667,4583175.4,1.503850801782537
2012-12-14,349.58,353.91,349.22,350.98,4260990.0,342.9618418778082,338.1081511776882,76.42487046354942,4.362176006469099,3.5475543306822668,0.8146216757868321,357.0286117476011,325.91738825239895,341.473,0.09110888267943004,6.62357142857143,-0.0010530809733884094,-0.001053635852746134,4611341.0,0.9240240528731231
2012-12-17,352.75,369.14,352.01,360.39,6071246.0,344.62166646087405,338.98194917072004,78.94980337472754,5.20320787383838,3.8786850393134897,1.3245228345248905,358.66658843706364,327.95941156293634,343.313,0.08944367639477199,7.313571428571428,0.02681064448116688,0.02645753661593266,4571053.3,1.3281940947833621
2012-12-18,358.3,364.55,357.52,360.54,6010076.0,346.1376982265051,339.827362928731,75.33875338467557,5.814805970793429,4.2659092256094775,1.548896745183952,361.1571809443515,328.11281905564846,344.635,0.09588219968573557,7.064285714285717,0.0004162157662532806,0.00041612917249819926,4634746.7,1.296743142403014
2012-12-19,360.36,361.5,358.34,360.06,3839398.0,347.4636317287427,340.62079967662396,71.21394230469656,6.189422075578193,4.650611795603221,1.5388102799749719,363.1176663197676,328.66033368023244,345.889,0.09961962548541635,6.865000000000005,-0.0013313363288400826,-0.0013322233444151065,4617838.0,0.8314276074647919
2012-12-20,361.63,362.32,358.48,361.18,3313906.0,348.76995251648145,341.4270428265603,69.25545570934028,6.5017347266137335,5.020836381805323,1.48089834480841,364.6893880188687,329.91261198113136,347.30100000000004,0.10013439649677756,6.655714285714287,0.0031105926789980476,0.003105764794720819,4572319.7,0.7247756538109091
2012-12-21,356.98,359.41,355.26,357.82,7052598.0,349.63186180062604,342.0699038921854,65.47330096809276,6.404296094500637,5.297528324344387,1.1067677701562504,365.2950939797771,331.6909060202229,348.493,0.09642715337049693,6.65857142857143,-0.009302840688853231,-0.009346382362520484,4832701.9,1.4593488582442877
2012-12-24,357.26,357.59,353.74,354.75,1683862.0,350.11930353389977,342.5671625630801,63.60153256442557,6.010071569688478,5.440036973413205,0.5700345962752724,364.427340195849,334.975659804151,349.7015,0.08421948545170548,6.599285714285718,-0.00857973282656077,-0.008616750621524632,4696362.3,0.35854601762730276
